,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv
45lx_Video2,15.147957582227388,5.855943782939684,18.89168765743073,3.5376243253265165,13.035743874491047,12.931034482758621,4376.88,2036.2076405797998,1847.7048318386785,0.42215112862099907,2036.290172511439,3766.0,3404.8,4262.0,3176.0,10246.0,2267.16,907.9403804215341,1805.0,1719.8,2428.400000000003,1598.0,4708.0,1.9864563875869419,0.5286137785312486,1.9147942476937432,1.7343937294480438,2.2044611562324516,1.2088686319891004,4.064982054951621,29391.73076923077,16628.368447782454,31783.0,10574.2,44951.200000000004,52.0,56731.0,3.104354674905187,-2.086064972777689,3.522086836741876e-17,0.7402810619890524,1.3883910142337035,0.2866213823439782,-0.01074343548131174,-0.41863489771423,0.44336097305810984,-1.1961535023752037,1.138778462270696,864680.3218316657,843127.201843781,21551.45354872777,0.0,1.6664391569027248,39.1215933504194,97.5075765529398,2.4924234470602014,0.0703125,0.1640625,719.9081152789183,1120.831140022637,0.6422984601091459,0.014980700152757542
4e8r_Baseline,12.640636619000942,7.286859363614282,19.867549668874172,4.424358900324002,12.580690305259889,10.0,5376.4,2638.958174529028,1859.2742239917166,0.34582140911980447,2639.2098144036304,4921.0,3346.4,7297.200000000001,3020.0,8234.0,2986.25,789.5480906822586,2971.0,2181.0,3807.6,1950.0,4015.0,1.7852553150131605,0.3933596702680013,1.8805145674932007,1.3155545416001868,2.0606786545954865,1.1347126801411065,2.4257687269016524,14636.85,8719.320433812489,14717.5,6280.800000000001,23811.4,640.0,27522.0,1.4637982937030367,-1.3819738414119282,-3.789561257387201e-18,0.6293332422958219,-0.6945766392228903,-0.06537805356164203,0.0053025392271294595,-0.42001461925225886,0.4753567094175047,-1.0490595134112017,0.9907243714375737,232349.41134066426,207396.9529074127,24951.29173630101,0.0,1.1666969505525384,8.31207278161379,89.26125231780352,10.738747682196479,0.12244897959183673,0.16326530612244897,933.0126102385741,866.961808719264,1.076186518085364,0.0332689204541623
4e8r_Breathing,8.27810141898233,5.5381207310319365,16.58374792703151,3.0363768188610707,11.045627195999574,7.333333333333333,7932.363636363636,2649.8900298065255,1957.0166196501189,0.24671292307865714,2655.156098002885,8094.0,6597.2,9504.0,3618.0,10834.0,3810.6363636363635,1048.6315561224867,3966.0,3227.8,4749.2,1504.0,5444.0,1.9646273529898526,0.35549693669296445,1.9206183643557262,1.6069760718798176,2.2060494538109796,1.3822242766799722,2.959778147364921,41992.13043478261,25224.01083647561,41013.5,16684.0,66702.0,1270.0,88526.0,2.1156814554222105,-1.425510634537476,2.400055463011894e-17,0.6514126580498037,-0.33811970742193553,0.4349102730533435,-0.08681844026038922,-0.4911685403953181,0.45199252157372233,-0.9389808951522387,1.169985413131446,1050604.4663138539,1017319.6725980294,33283.496235981496,0.0,1.2974798429113648,30.565288736050647,96.83196308336663,3.1680369166333717,0.09375,0.1640625,936.8776047374083,1025.4383609947242,0.913636197331834,0.084208499105344
4e8r_Counting1,13.390177572393043,7.635530669381522,17.964071856287426,3.710081336066816,10.328541186905904,11.0,4890.727272727273,2818.3874538466143,1518.9027792760673,0.3105678756094416,2824.757688723052,4514.0,3410.0,5688.0,3340.0,7858.0,2993.3333333333335,1078.8612309076434,2828.0,2173.4,3658.8,1707.0,5322.0,1.43522869814952,0.250546499610357,1.3417149824567027,1.2391207046458237,1.7438836036454133,1.0879128016411015,1.8451687038137043,14446.454545454546,8691.27394013555,13314.0,6007.200000000001,23620.0,1319.0,29048.0,1.0794330431395336,-1.1551715506305882,-2.0842586915629606e-17,0.47137281654058616,-0.5707784519561936,0.06688418006975107,-0.0076165780620754365,-0.3579260441347881,0.34148217940148823,-0.7335104826690216,0.8410376082908853,408026.34762359137,173980.64898550644,234041.4621014465,0.0,4.23653663838085,0.7433753294110494,42.64000510218175,57.35999489781825,0.12328767123287673,0.16438356164383564,996.4504403130143,456.75899553265504,2.1815671942070707,0.09531017980432521
4e8r_Counting2,12.513114909267838,5.505597357313269,18.726591760299627,3.5172903708883845,13.220994402986358,10.0,5347.8,2471.837303367879,2114.0772833555543,0.39531719274384874,2615.495109279822,4520.0,4063.6000000000004,6253.200000000001,3204.0,10898.0,2734.4,903.0800850422957,2550.5,1929.0,3435.3999999999996,1701.0,4582.0,1.5310303157906942,0.378411014285824,1.5926441513038474,1.178792888101855,1.6491648441288214,1.037472822673471,2.5180036721234185,12915.454545454546,8384.706265399212,12749.5,4312.8,20464.600000000002,483.0,28604.0,1.7049690755751945,-1.6347118202490563,5.115907697472721e-17,0.5908511897532298,0.6857569309617784,-0.13188283797101719,0.04328789080172002,-0.35789100608731783,0.3412492522582399,-1.0982741509396021,0.8335964076788897,96941.6418150078,92104.03398619402,4836.982535136742,0.0,0.6252936770281358,19.041630462201002,95.01038599685776,4.989614003142229,0.12413793103448278,0.20689655172413796,873.9264596006482,791.5797925043529,1.1040282582704288,0.10536051565782678
4e8r_Counting3,10.807303549085166,6.220194899440182,16.920473773265652,3.7167066423931003,10.70027887382547,8.0,6248.25,2622.260093888476,2100.150098802464,0.3361181288844819,2731.8499226714484,6313.0,4125.6,8122.800000000001,3546.0,9646.0,2739.0,813.8991337997603,2286.0,2142.4,3304.4,2006.0,4570.0,1.658319531724081,0.5697302360286097,1.4348869386964518,1.1284162407885743,2.219846977854788,0.874765384323561,2.4822499867915604,16671.45,8272.680910533174,16843.0,9382.6,24838.600000000002,1528.0,28918.0,1.7949808456373413,-1.1776582604412382,0.0,0.6174930258769569,0.2071276229301664,0.7938604355546812,-0.10557207759680237,-0.442615878661972,0.35894900524578904,-0.8232288728411724,1.3389294246829804,358241.11942272674,265291.7926905193,92947.45554656425,0.0,1.8711856431679181,2.8542125347112384,74.05436283043689,25.945637169563124,0.10344827586206898,0.15517241379310348,927.1089472117071,1015.9409732974104,0.9125618235502563,0.1335313926245223
4e8r_Math,12.642911369319474,5.691519635742743,16.565433462175594,3.349896872928483,10.873913826432851,9.0,5254.222222222223,3513.502659384222,2038.8727701451862,0.38804463989398313,3514.687397194806,4912.0,3772.4000000000005,5716.0,3622.0,10542.0,2832.1,888.9805903392942,2599.0,2360.8,3201.0,1617.0,4634.0,1.7916606921511367,0.35242617433549234,1.9091481002171307,1.4208292391357182,2.085039674526961,1.1061633942152778,2.144950586632939,16012.0,8225.176373850738,17457.0,7750.0,23387.0,522.0,28843.0,1.2769055238774998,-2.318596068323425,1.5158245029548805e-17,0.6549263591454962,1.1119331448139027,-0.55024192883646,-0.02442295289928742,-0.3114324206582649,0.3983191557476069,-1.163098066567419,1.0687804229896083,1537773.0466331379,1047891.5236280498,489858.5940879866,0.0,22.928917101559904,2.139171459426986,68.14446063476454,31.855539365235465,0.1,0.15000000000000002,1242.210778083776,875.0715640377648,1.4195533589869533,0.11778303565638337
4e8r_Reading,12.07910639926592,5.4288816503800215,19.31745009658725,4.260248301488014,13.88856844620723,9.0,5713.555555555556,3218.9805839737523,2307.228212529345,0.4038165359722318,3221.2916663971923,5220.0,3775.2,7051.6,3106.0,11052.0,3424.25,1250.5211663542525,3358.5,2179.6,4590.000000000001,1910.0,5408.0,1.710237488292325,0.5400673021089293,1.6852859710086041,1.2451477697269004,1.9131112589724089,1.0392733880078509,3.0365947413382512,14031.947368421053,8987.218740046359,11859.0,5461.8,23594.4,225.0,28639.0,2.176328104668217,-1.6718568938010288,6.063298011819522e-17,0.6540295728595125,0.6747750843497666,0.21786282990586714,0.0349440362085926,-0.4788341611861791,0.3932862678331286,-1.0943700228058066,0.9947325702972337,544560.3097977448,536566.164702868,7993.525176962332,0.0,0.6199179145175444,67.12509847961368,98.53211221368106,1.467887786318941,0.08759124087591241,0.17518248175182483,1138.0814997178366,1257.8624601879173,0.9047741988800697,0.11778303565638337
4e8r_Relax,14.553586948964949,3.401360544217687,18.69158878504673,3.5670240670323556,15.290228240829043,12.4,4658.451612903225,3648.8541738773583,2587.483655409929,0.5554385599375938,3651.245814787057,3808.0,3444.0,5458.0,3210.0,17640.0,2177.9411764705883,1109.6410638839207,1848.0,1680.8000000000002,2429.000000000001,1501.0,7968.0,2.097962016331195,0.3307652719524826,2.0954383294003174,1.8627188126105945,2.4396922779027355,1.3429015237493864,2.8565047840740574,40551.62686567164,20256.09018486017,41107.0,22920.800000000003,60433.00000000001,98.0,74148.0,1.804710818640844,-1.964626000353388,-2.5769016550232966e-17,0.7425080410068493,-0.6649050995960377,-0.07834467806137473,0.006068546608434011,-0.5755046046635026,0.5885881136179516,-1.215812094126666,1.1909239526391862,1307593.1932353573,1211507.5335774932,96079.68021732481,0.0,5.979440539393404,12.60940430731198,92.6521398187669,7.347860181233106,0.0703125,0.1640625,1290.0647649547589,1309.7126835047957,0.9849982986364163,0.03781048935040854
4e8r_Speaking,13.068539935739564,7.995735607675906,19.430051813471504,2.9910938293449916,11.434316205795598,12.0,4842.0,1377.5469873943823,1143.1293306825203,0.2360861897320364,1419.9814339375262,4844.0,3866.0,5592.8,3088.0,7504.0,2604.6,546.8557762335514,2668.5,1966.2,3106.0,1890.0,3440.0,1.6899032107182848,0.4906561483133557,1.458114029193832,1.4243652711836223,2.0023114949638168,1.2084922782761427,2.9714414940489413,13489.791666666666,8696.929664059451,13303.5,4379.0,22298.200000000004,27.0,29079.0,2.034124546643179,-2.187148718779509,9.473903143468002e-18,0.6704803866906565,1.3116210843723168,-0.2900470382498791,0.04822326992309476,-0.3895976654505624,0.38628637503352914,-1.1472443419356029,1.1302713831634041,105094.44506278571,80545.63899284703,24546.756912122604,0.0,2.0491578160884525,3.281314891462055,76.64268979620644,23.357310203793567,0.0759493670886076,0.1518987341772152,487.0364080948336,518.0025527235355,0.9402200926117271,0.08701137698962969
4e8r_Stroop,11.009523116293417,5.907837731390311,17.740981667652278,3.730128716916974,11.833143936261967,8.0,6152.5,2303.889240535026,2190.1086160279815,0.3559705186555029,2314.019261557073,5730.0,4293.6,7994.4000000000015,3382.0,10156.0,3416.0,1346.444206047915,2964.5,2305.8,4405.6,1898.0,6153.0,1.4652870894551187,0.948432139980279,1.1529595561560322,0.994950258118036,1.328081803270213,0.9716850724041215,4.11914989745774,15360.5,8749.677849625221,15451.5,6266.6,24395.600000000002,1643.0,28971.0,3.346248011707173,-2.5893418843439933,0.0,0.6301244624044402,11.068445171837977,1.223078172574384,0.003976734744305307,-0.20942788663104206,0.17577449824324642,-0.7521352649341194,0.5336617884871465,84017.81173580399,83622.31491391444,395.3230703111313,0.0,0.1737515784226832,211.52905356143555,99.52947609597719,0.47052390402281213,0.096,0.192,814.5478525425209,1379.4112467843306,0.5905039954120909,0.1335313926245223
4e8r_Video1,12.817448287860223,7.299270072992701,19.907100199071003,4.25000881809958,12.607830126078301,11.098265895953757,5188.9375,1907.818814382531,1589.2391248939696,0.30627447813622144,1910.536658266636,5309.0,3275.2000000000003,6778.8,3014.0,8220.0,2493.029411764706,759.6405684615554,2594.0,1641.6,2885.0,1519.0,4532.0,1.4713014200695076,0.3424843225423826,1.429703910529061,1.2221318234367646,1.8009044407048447,0.9811925253646963,2.451668855100765,46588.82352941176,25175.576554494455,48207.5,20306.4,72495.8,843.0,85606.0,1.7442701418215503,-1.3449094591242738,-1.5114435072816003e-17,0.5182406542630549,0.01800438489614642,0.1918415059310804,-0.010203758546969846,-0.3575840503544345,0.33153181150974176,-0.8319581648557782,0.895930585468389,243873.4840429284,185209.4330460091,58662.1501013476,0.0,1.9008955716999696,3.1572220371403406,75.94547534228224,24.054524657717767,0.0703125,0.1640625,674.5158104625833,891.0467782794605,0.7569925922015217,0.00865268223679072
4e8r_Video2,15.117246016977482,7.749935417204856,19.169329073482427,4.035433778028908,11.41939365627757,13.448275862068966,4364.307692307692,1641.1927682024439,1504.9947295903314,0.34484157298142815,1643.4570392924788,3461.0,3278.0,5908.0,3130.0,7742.0,2118.0,637.33073167584,1735.5,1608.0,2757.0,1500.0,3874.0,1.8298655692651267,0.25115077964750276,1.8754462530314036,1.5434624302508908,2.0518982839213162,1.298067208003952,2.2215114574027144,31484.48148148148,16721.348458981833,33471.5,14612.600000000002,48082.0,277.0,57013.0,1.2966416198261574,-1.4158093898095796,1.1515692614043003e-17,0.6213926533970658,-0.8417625273323841,-0.02867348580457285,-0.0013658506080580723,-0.4666590660236354,0.48342199045891726,-1.0434300769140465,1.0102212695835293,418472.6409116393,360934.54055681685,57535.557743131736,0.0,2.542611690729398,6.273243098958281,86.25097516480335,13.749024835196641,0.1171875,0.1875,580.2492678151348,903.8234783407653,0.6419940195405783,0.07985943901539772
4woj_Baseline,14.868687530002076,8.547008547008547,18.38235294117647,2.8689746539729533,9.835344394167924,13.0,4241.2307692307695,1442.0350107477354,1090.068322053972,0.25701697959049685,1453.4539323051604,3768.0,3520.4,4460.8,3264.0,7020.0,2506.5454545454545,1050.3686247855485,2063.0,1674.0,3515.0,1510.0,4633.0,0.8178182605901316,0.21368796304748452,0.8196814780678123,0.5996486679899845,0.9294771381893308,0.5314745436654518,1.3581878008771355,15789.653846153846,8725.382288042467,15698.5,7470.0,24599.0,439.0,29160.0,0.9072402531133151,-1.2321628673002225,-1.2316074086508403e-17,0.31041836365678743,1.8078767478736104,-0.48681922096824487,0.017953150366433007,-0.21234345465564114,0.2048869516568718,-0.4363186388982706,0.44763397009100153,175975.1642878166,153567.01480989798,22407.11045374088,0.0,1.0390241777491716,6.853494792509486,87.26681526606754,12.733184733932479,0.0851063829787234,0.1702127659574468,509.8363674040698,541.5416618578646,0.9414536374818816,0.08004270767353638
4woj_Breathing,13.753706556458718,7.195970256656272,19.41747572815534,3.494937381181069,12.221505471499066,12.0,4749.611111111111,2380.7088061314503,1577.7923268108545,0.33219400281421146,2383.6540257104666,4146.0,3648.0,5812.0,3090.0,8338.0,3020.344827586207,1225.3868995169357,2446.0,1894.4,3987.0000000000005,1578.0,5823.0,1.0021495845727173,0.26055410077074986,0.9140768769237619,0.8037112004404353,1.1859096133697924,0.6915308469891577,1.8211914247304954,45505.07462686567,25780.65318945639,45590.0,19338.2,70890.8,311.0,87901.0,1.2356051453246761,-1.0096744402201956,1.2631870857957337e-17,0.40210715478204906,0.2532995562870686,-0.26011596154934574,0.04669987955122315,-0.22354236069338204,0.2476257301449665,-0.7804849170832899,0.5812247131949322,390798.58447579306,317156.9608320349,73638.86293421313,0.0,2.7607095450538894,4.306923656811131,81.15669143428212,18.843308565717873,0.09375,0.1640625,841.7076704230391,689.1431485429376,1.2213829190679326,0.043533121007140796
4woj_Counting1,14.187259299390648,9.233610341643583,17.99640071985603,3.160227691861426,8.762790378212447,12.0,4492.333333333333,1903.7677995781796,1195.9776567961276,0.2662263834969491,1903.7682250067771,3860.0,3676.8,6084.800000000001,3334.0,6498.0,2295.5833333333335,443.944714713693,2231.5,1827.8000000000002,2764.6,1695.0,3060.0,1.567212050649485,0.35964496927034045,1.5656710488154315,1.2883084725545106,1.760627845025301,1.0114898366156808,2.420763478441285,15300.884615384615,8767.119838117713,15558.5,6110.0,24707.0,630.0,29080.0,1.6473912864995712,-1.2492228058286134,-1.8947806286936004e-17,0.5754606197646901,-0.29855105763729783,0.07190955082991698,0.00465400516772648,-0.3764642090785763,0.3817529862797947,-1.0248346609495402,0.9441012131028582,137021.99662133338,90240.64126296931,46779.935815176126,0.0,1.4195431879506106,1.9290458546053384,65.8591893183338,34.14081068166618,0.12413793103448278,0.16551724137931037,673.0835604431614,542.6903063396667,1.2402719425430135,0.08701137698962969
4woj_Counting2,13.158156356357916,8.349568605622043,17.678255745433116,3.503865780919341,9.328687139811073,11.0,4908.727272727273,2330.6252894877803,1330.5706971691843,0.2710622577387404,2337.908809171136,4420.0,3462.0,6256.0,3394.0,7186.0,2467.2727272727275,529.6580527968606,2336.0,2100.0,3055.0,1593.0,3117.0,1.704900810187383,0.43386893783416614,1.7151954281444197,1.3061962183894624,2.104699095478114,1.0323665690407522,2.4273679484639668,15512.041666666666,8485.540861170679,15267.0,6789.0,23636.200000000004,1160.0,29297.0,1.5964572208848646,-1.359794350973768,2.2737367544323207e-17,0.6160381349189172,-0.2445767566376298,0.34216940856567213,-0.04299430572103917,-0.4535484753527696,0.37288807557131765,-0.9718298853383942,1.1800785719199016,197646.5064845911,181853.82514740012,15792.02253515745,0.0,0.6588020335609388,11.515550002701854,92.00993963681884,7.990060363181165,0.13043478260869565,0.21739130434782608,824.0004733008349,487.9052981880808,1.6888533007550863,0.09531017980432521
4woj_Counting3,11.166896253700596,3.755163349605708,19.518542615484712,4.495445899899501,15.763379265879005,7.0,6740.0,6559.755788137239,3958.8908980745027,0.5873725368063061,6562.927090864258,5298.0,4602.8,6907.6,3074.0,15978.0,3524.25,2140.6526312085293,2489.0,2099.2,4252.8,1853.0,8692.0,1.9793183735591868,0.44939606872485083,2.026581223979516,1.6394813801582728,2.247974969777288,1.2323873961670724,2.7954493586545937,15554.823529411764,8835.41497567531,16836.0,5185.6,23680.800000000003,521.0,28715.0,1.8367659054306298,-1.7311779527468265,5.4948638232114415e-17,0.6405723417264949,0.5706684012429859,-0.0663038226024155,0.006505930269864162,-0.31266595672052394,0.308736812451574,-1.2312024905349832,1.0765288348966937,10971606.64801755,10654748.573268617,316829.88781518,0.0,28.18693375332343,33.629240747274366,97.11226703669873,2.8877329633012794,0.05,0.15000000000000002,2319.2239003597733,1913.1875960756636,1.2122302617458804,0.15415067982725872
4woj_Math,12.497345390024433,8.403361344537815,18.359853121175032,3.208416635067218,9.956491776637217,11.0,5096.0,1684.8020536549686,1176.8475609942784,0.23093554964565902,1689.0559493397488,5220.0,3866.0,6004.0,3268.0,7140.0,2648.3,695.9639430315337,2601.5,2083.2,2970.8,1776.0,3928.0,1.330677036471157,0.36702234621594293,1.2375332561699808,1.0377249259376642,1.6360741238634042,0.8739874389920901,2.1819009480389786,14945.869565217392,8883.693284568706,15456.0,6208.400000000001,24338.4,980.0,29008.0,1.5097952394506187,-1.219158576972139,-2.6526928801710407e-17,0.4746761477421769,0.3540080159960337,0.28783660207318296,-0.009773333406123741,-0.3166084905610911,0.2850194085892791,-0.7484394908456982,0.8555877296965255,47573.62521687038,27943.271675356307,19628.622325845132,0.0,1.7312156689450366,1.423598213439729,58.73903543687076,41.26096456312925,0.11764705882352941,0.1568627450980392,595.6674785482248,561.985004248334,1.059934827522563,0.09531017980432521
4woj_Reading,14.602237450266578,7.115749525616699,18.9873417721519,3.340973933350187,11.8715922465352,13.0,4414.7692307692305,2299.588852140506,1396.8867667256552,0.31641218231519236,2304.3894346804027,3720.0,3466.3999999999996,5078.400000000001,3160.0,8432.0,2208.0,717.0127846372988,1899.5,1713.6,2443.6,1535.0,4209.0,1.5390551403407724,0.22357651128377468,1.6223205755023802,1.3290801476603038,1.7096628580836661,1.0739367831124524,1.85022430115302,14148.481481481482,8912.90966486823,14758.0,4913.4,23345.4,53.0,28749.0,1.0315291993421787,-1.330820473872598,-6.252776074688882e-17,0.5715170138085933,-0.8551279842570132,-0.22259512492871553,0.020422657335655296,-0.4432679987929234,0.46229463500704565,-0.9519131491800517,0.8561581664986057,457043.12865958194,248616.75184464108,208423.8253893516,0.0,2.5514255892333764,1.1928422836506625,54.3970851230034,45.6029148769966,0.11464968152866244,0.15286624203821658,813.0274356447703,595.0469169177615,1.3663249275470744,0.13323334788337027
4woj_Relax,13.69860364070596,7.290400972053463,19.54397394136808,3.3383706286158508,12.253572969314618,12.4,4690.451612903225,1742.028096469425,1308.5558362908887,0.2789829091704324,1742.917286237837,4196.0,3606.0,6046.0,3070.0,8230.0,2308.9032258064517,742.6126657147162,1961.0,1735.0,3188.0,1567.0,4325.0,1.7337558840431258,0.6520765864163327,1.5396291248724863,1.275282773306973,2.109720566937732,1.020766095467988,4.067367439360875,39977.96875,21386.77000286096,41270.5,17791.800000000003,62405.8,616.0,74228.0,3.2453315735208283,-2.148410458613812,7.579122514774402e-19,0.7163296732069238,1.8208121174314496,0.5824400897501946,-0.04234302816164409,-0.42997501166618934,0.3834586351682433,-1.0955001634080417,1.2796315476945535,183292.66130594502,108961.90725744242,74325.95316561325,0.0,4.800882889363421,1.46600080613367,59.4485128507377,40.55148714926231,0.1171875,0.1875,615.8999400155118,699.0640969658409,0.8810350047852724,0.0010592364672148413
4woj_Speaking,12.655832547415576,6.847751654873316,17.441860465116278,3.1377744526613407,10.594108810242961,10.0,5116.0,2233.485589061011,1565.7708644626134,0.30605372643913475,2253.95967626358,4478.0,3978.3999999999996,6452.0,3440.0,8762.0,2689.9,750.512551527288,2421.0,2087.4,3276.6,1789.0,4245.0,2.0109410267862833,0.47441663041922083,1.8325575863136647,1.6066346738238337,2.3551116031068595,1.4173224595540006,2.896015172364237,14798.90909090909,7941.669064950395,14725.5,7725.400000000001,21996.4,1008.0,28873.0,1.9104628230888874,-1.954592469928497,1.1368683772161604e-17,0.743939386191085,-0.1328179596869714,0.0902262551457802,-0.013204835975071138,-0.4901381891375758,0.4931521236945628,-1.1923660814676993,1.2804852447954582,108056.81563540935,87222.39802872878,20833.40296996435,0.0,1.0146367162289758,4.1866611112201815,80.71977369339356,19.28022630660645,0.08823529411764706,0.17647058823529413,789.6564028537357,789.2392962002505,1.0005284919991864,0.10536051565782678
4woj_Stroop,12.93618069399425,6.550218340611353,19.071837253655435,4.066258032229419,12.521618913044081,10.0,5247.4,2661.6426006008646,2012.2435339689875,0.38347439378911224,2682.186255857544,4559.0,3676.7999999999997,7208.0,3146.0,9160.0,2577.6,700.5188362920729,2405.0,2205.0,3057.2000000000003,1576.0,3977.0,1.263940839172786,0.21464231654475904,1.303644153744464,1.0466502737567707,1.4237912123525676,0.8508552188342033,1.54783621059285,14177.136363636364,8083.006946649667,13392.5,6933.799999999999,22268.200000000004,995.0,28672.0,0.8838614760314145,-1.1614012237598468,-1.7053025658242403e-17,0.4256988661474522,-0.3985006996920699,-0.13019415161795628,0.008550128373589375,-0.2887938196230949,0.29500474957747524,-0.7293414707709939,0.7213141430641726,214967.06993003725,202761.62278089055,12203.373107305997,0.0,2.074041840717788,16.615211302479956,94.32308825123651,5.676911748763497,0.0916030534351145,0.183206106870229,941.0327659899344,1106.5395732464763,0.850428478783672,0.10536051565782678
4woj_Video1,12.99014467325727,6.20347394540943,19.48051948051948,3.8599509738660984,13.27704553511005,11.445086705202312,5079.939393939394,2490.168163874681,1640.7954083567156,0.32299507555429924,2490.17343773481,4876.0,3364.8,6204.8,3080.0,9672.0,2384.942857142857,760.2574730353674,2118.0,1722.4,3050.6,1537.0,4458.0,1.5417789381785474,0.5291248777817247,1.3420037041859154,1.1638570538804758,1.8615301619593199,0.9406757752025348,3.2074302413843165,41639.07142857143,24467.518746476595,40946.0,16715.8,66117.40000000001,577.0,85268.0,2.4547095484106176,-2.442368923845858,-1.5443009748312004e-17,0.6387186636322135,1.606271944555151,-0.030139735782613763,0.016750910108408318,-0.32881513461370176,0.33784191139679,-1.0809574385527303,1.0684669484952132,241252.14601008533,196702.9587391521,44543.28427745756,0.0,5.902993475681126,4.415995855040698,81.53617493873644,18.46382506126356,0.09375,0.1640625,880.4073974853203,776.2951061270933,1.134114321392079,0.05011434533024728
4woj_Video2,13.88288275845222,7.06547338671691,19.41747572815534,3.4969653147761464,12.352002341438428,12.413793103448276,4655.75,1569.4579320192279,1381.278672402254,0.29668231163663294,1569.460555344609,4131.0,3568.0,5848.8,3090.0,8492.0,2271.5,700.430819805449,1978.5,1797.6,2903.2,1577.0,4142.0,1.5940469972771856,0.5947945196828438,1.4164593829030414,1.2624753402993247,1.8492812596270385,0.9708660772962092,4.0576093969870515,28586.36,15593.128609435633,28096.0,14381.6,44962.0,789.0,57462.0,3.2813587580008035,-3.5111234162496716,4.900294729380001e-18,0.6986565704194299,6.123976145381921,-0.09442929520362006,-0.0066803211561390335,-0.3760086603183081,0.37882071489843355,-0.8937752195270421,0.9923809080640232,48635.991795861846,28252.68361793518,20382.23211586892,0.0,1.0760620577483888,1.3861427667649115,58.09135924604455,41.90864075395545,0.0703125,0.1640625,554.8871732589057,810.9629891396113,0.6842324257579394,0.0738675138799314
5f7t_Baseline,10.178779972254913,5.846813486649776,17.421602787456447,3.4864743573506085,11.574789300806671,8.0,6538.0,3033.370967846074,1995.431782848013,0.3052052283340491,3035.36479332739,6686.0,4829.200000000001,7720.0,3444.0,10262.0,2988.8888888888887,827.7800894822307,2892.0,2339.8,3454.2,1754.0,4771.0,1.4271617797591878,0.26572443088334596,1.453543407877185,1.2364356237669671,1.685135232865393,0.9158378193507368,1.744675999118602,13533.315789473685,8361.783221126885,12447.0,5510.6,21618.6,733.0,29029.0,1.0822900813554674,-1.1737888714631404,-3.789561257387201e-18,0.5211159439654585,-0.6587473817765455,0.029654226282897784,-0.015278729427482955,-0.3718238789156592,0.4018134122708999,-0.8521282949109503,0.8946275419567895,328522.23203772976,321433.56500479823,7086.961767822342,0.0,1.705265109219399,45.35562283745285,97.842764396659,2.157235603340991,0.0916030534351145,0.183206106870229,1072.4585906091797,1040.4527664356867,1.0307614388715947,0.1335313926245223
5f7t_Breathing,10.700893634782801,4.40270032286469,18.879798615481434,4.322649809615759,14.477098292616745,8.666666666666666,6694.307692307692,3595.165064360745,2862.687908098191,0.42763016575823876,3595.434304781552,5706.0,3922.0,9964.0,3178.0,13628.0,3254.4814814814813,1328.0685047695272,2891.0,2126.0,4123.6,1560.0,6998.0,1.2325195511751592,0.534398866065908,1.053344976204838,0.872096917206558,1.4194300924096528,0.7733936503663172,2.930174994993153,46656.69090909091,26072.107672148395,51006.0,19842.000000000004,70945.40000000001,357.0,89295.0,2.3199553234618544,-3.2846265535204817,1.7053025658242403e-17,0.5457151541899293,9.25611460173933,-0.8502396019910743,-0.01285890531268066,-0.19325080589325794,0.21280467932675418,-0.5976018291281202,0.7803325684773752,489347.66340488393,482101.16555477,7245.837194676695,0.0,0.6606554372459724,66.53491551106829,98.51928444356149,1.480715556438521,0.0703125,0.1640625,1271.0827982472265,1605.6255787698449,0.7916433414202771,0.1879083613422865
5f7t_Counting1,11.953338463681163,6.459948320413437,18.359853121175032,3.7169802976163573,11.899904800761595,10.0,5591.6,2552.6614336926327,1936.6713298853783,0.3463536965958542,2560.6589429719497,5045.0,4106.4,7092.0,3268.0,9288.0,2442.4,684.3962594871483,2330.5,1929.4,2750.0,1505.0,3947.0,1.622312465198415,0.49204874232620627,1.6433233880745486,1.1579834652992014,1.8696532066275162,0.9841664763625031,2.56716784986281,13836.863636363636,8347.7986825894,13178.0,5692.8,22258.0,765.0,28723.0,1.800576711309082,-1.4034075775143882,6.536993168992922e-17,0.6023852151242265,0.41452510339898385,0.47422413615174,-0.04968474165946454,-0.3793034607869729,0.3314364510303537,-0.9518165700104906,1.0814205706309077,374860.5431732926,364301.993222633,10557.672590679524,0.0,0.8773599800407335,34.50589986511274,97.18356666413466,2.816433335865334,0.08108108108108109,0.16216216216216217,902.5021049187175,1102.636626846849,0.8184945819363488,0.10536051565782678
